roulette_size,generator,number,repeats,correlation,counts
15,nativeRandom,5,,,66788
15,nativeRandom,6,,,66547
15,nativeRandom,7,,,66983
15,nativeRandom,8,,,66478
15,nativeRandom,9,,,66394
15,nativeRandom,10,,,66346
15,nativeRandom,11,,,66780
15,nativeRandom,12,,,66703
15,nativeRandom,13,,,66657
15,nativeRandom,14,,,66528
15,nativeRandom,15,,,66353
15,lcg,,65613,-0.0124,
15,lcg,1,,,72130
15,lcg,2,,,63537
15,lcg,3,,,68230
15,lcg,4,,,68909
15,lcg,5,,,67366
15,lcg,6,,,67650
15,lcg,7,,,69927
15,lcg,8,,,65450
15,lcg,9,,,66408
15,lcg,10,,,61344
15,lcg,11,,,65717
15,lcg,12,,,64120
15,lcg,13,,,67253
15,lcg,14,,,64208
15,lcg,15,,,67751
15,xorshift,,66818,0.0019,
15,xorshift,1,,,66729
15,xorshift,2,,,66771
15,xorshift,3,,,66539
15,xorshift,4,,,66667
15,xorshift,5,,,66591
15,xorshift,6,,,66742
15,xorshift,7,,,66548
15,xorshift,8,,,67162
15,xorshift,9,,,66637
15,xorshift,10,,,66677
15,xorshift,11,,,66601
15,xorshift,12,,,66554
15,xorshift,13,,,66687
15,xorshift,14,,,66849
15,xorshift,15,,,66246
15,mulberry32,,66327,-0.0009,
15,mulberry32,1,,,66671
15,mulberry32,2,,,66528
15,mulberry32,3,,,66473
15,mulberry32,4,,,67355
15,mulberry32,5,,,66057
15,mulberry32,6,,,67085
15,mulberry32,7,,,66588
15,mulberry32,8,,,66412
15,mulberry32,9,,,66518
15,mulberry32,10,,,66485
15,mulberry32,11,,,67022
15,mulberry32,12,,,66752
15,mulberry32,13,,,66716
15,mulberry32,14,,,66343
15,mulberry32,15,,,66995
16,nativeRandom,,62502,-0.0009,
16,nativeRandom,1,,,62625
16,nativeRandom,2,,,62394
16,nativeRandom,3,,,62292
16,nativeRandom,4,,,62828
16,nativeRandom,5,,,62592
16,nativeRandom,6,,,62823
16,nativeRandom,7,,,62154
16,nativeRandom,8,,,62569
16,nativeRandom,9,,,62428
16,nativeRandom,10,,,62847
16,nativeRandom,11,,,62236
16,nativeRandom,12,,,62710
16,nativeRandom,13,,,61930
16,nativeRandom,14,,,62514
16,nativeRandom,15,,,62410
16,nativeRandom,16,,,62648
16,lcg,,61259,-0.0121,
16,lcg,1,,,68796
16,lcg,2,,,58690
16,lcg,3,,,63254
16,lcg,4,,,67448
16,lcg,5,,,60002
16,lcg,6,,,63526
16,lcg,7,,,62393
16,lcg,8,,,68120
16,lcg,9,,,58287
16,lcg,10,,,59991
16,lcg,11,,,62969
16,lcg,12,,,59059
16,lcg,13,,,61244
16,lcg,14,,,63249
16,lcg,15,,,60105
16,lcg,16,,,62867
16,xorshift,,62603,0.0004,
16,xorshift,1,,,62435
16,xorshift,2,,,62175
16,xorshift,3,,,62938
16,xorshift,4,,,63240
16,xorshift,5,,,61857
16,xorshift,6,,,62301
16,xorshift,7,,,62397
16,xorshift,8,,,61782
16,xorshift,9,,,62434
16,xorshift,10,,,61969
16,xorshift,11,,,62620
16,xorshift,12,,,63029
16,xorshift,13,,,62617
16,xorshift,14,,,62665
16,xorshift,15,,,62534
16,xorshift,16,,,63007
16,mulberry32,,62390,-0.0005,
16,mulberry32,1,,,62509
16,mulberry32,2,,,62779
16,mulberry32,3,,,62935
16,mulberry32,4,,,63102
16,mulberry32,5,,,62072
16,mulberry32,6,,,62031
16,mulberry32,7,,,62166
16,mulberry32,8,,,62240
16,mulberry32,9,,,62443
16,mulberry32,10,,,62712
16,mulberry32,11,,,62626
16,mulberry32,12,,,62372
16,mulberry32,13,,,62344
16,mulberry32,14,,,62473
16,mulberry32,15,,,62460
16,mulberry32,16,,,62736
17,nativeRandom,,58820,0.0001,
17,nativeRandom,1,,,58978
17,nativeRandom,2,,,58477
17,nativeRandom,3,,,58526
17,nativeRandom,4,,,58985
17,nativeRandom,5,,,58831
17,nativeRandom,6,,,58791
17,nativeRandom,7,,,59576
17,nativeRandom,8,,,58781
17,nativeRandom,9,,,58800
17,nativeRandom,10,,,58801
17,nativeRandom,11,,,58563
17,nativeRandom,12,,,58712
17,nativeRandom,13,,,58696
17,nativeRandom,14,,,58894
17,nativeRandom,15,,,58680
17,nativeRandom,16,,,58765
17,nativeRandom,17,,,59144
17,lcg,,57897,-0.0130,
17,lcg,1,,,65260
17,lcg,2,,,52243
17,lcg,3,,,63903
17,lcg,4,,,61263
17,lcg,5,,,57794
17,lcg,6,,,60884
17,lcg,7,,,59338
17,lcg,8,,,61331
17,lcg,9,,,57439
17,lcg,10,,,57811
17,lcg,11,,,56275
17,lcg,12,,,56183
17,lcg,13,,,57723
17,lcg,14,,,57615
17,lcg,15,,,57813
17,lcg,16,,,56745
17,lcg,17,,,60380
17,xorshift,,58797,0.0003,
17,xorshift,1,,,59216
17,xorshift,2,,,58416
17,xorshift,3,,,58772
17,xorshift,4,,,59310
17,xorshift,5,,,58747
17,xorshift,6,,,58773
17,xorshift,7,,,58602
17,xorshift,8,,,58600
17,xorshift,9,,,59115
17,xorshift,10,,,58857
17,xorshift,11,,,58958
17,xorshift,12,,,58596
17,xorshift,13,,,58889
17,xorshift,14,,,58547
17,xorshift,15,,,58715
17,xorshift,16,,,59090
17,xorshift,17,,,58797
17,mulberry32,,59060,-0.0008,
17,mulberry32,1,,,58883
17,mulberry32,2,,,59385
17,mulberry32,3,,,58849
17,mulberry32,4,,,58918
17,mulberry32,5,,,58953
17,mulberry32,6,,,59140
17,mulberry32,7,,,58692
17,mulberry32,8,,,58779
17,mulberry32,9,,,58779
17,mulberry32,10,,,58858
17,mulberry32,11,,,58923
17,mulberry32,12,,,58302
17,mulberry32,13,,,58748
17,mulberry32,14,,,58206
17,mulberry32,15,,,59106
17,mulberry32,16,,,58558
17,mulberry32,17,,,58921
18,nativeRandom,,55874,0.0003,
18,nativeRandom,1,,,55720
18,nativeRandom,2,,,55721
18,nativeRandom,3,,,55159
18,nativeRandom,4,,,55452
18,nativeRandom,5,,,55629
18,nativeRandom,6,,,55317
18,nativeRandom,7,,,55352
18,nativeRandom,8,,,55995
18,nativeRandom,9,,,55566
18,nativeRandom,10,,,55590
18,nativeRandom,11,,,55564
18,nativeRandom,12,,,55005
18,nativeRandom,13,,,55766
18,nativeRandom,14,,,55761
18,nativeRandom,15,,,55821
18,nativeRandom,16,,,55320
18,nativeRandom,17,,,55853
18,nativeRandom,18,,,55409
18,lcg,,54952,-0.0127,
18,lcg,1,,,61908
18,lcg,2,,,49709
18,lcg,3,,,60032
18,lcg,4,,,58168
18,lcg,5,,,53894
18,lcg,6,,,56466
18,lcg,7,,,54650
18,lcg,8,,,56761
18,lcg,9,,,60671
18,lcg,10,,,51401
18,lcg,11,,,56063
18,lcg,12,,,51227
18,lcg,13,,,54837
18,lcg,14,,,51961
18,lcg,15,,,57150
18,lcg,16,,,53207
18,lcg,17,,,55425
18,lcg,18,,,56470
18,xorshift,,55064,-0.0003,
18,xorshift,1,,,55663
18,xorshift,2,,,55713
18,xorshift,3,,,55257
18,xorshift,4,,,55647
18,xorshift,5,,,55706
18,xorshift,6,,,55836
18,xorshift,7,,,55702
18,xorshift,8,,,55284
18,xorshift,9,,,55562
18,xorshift,10,,,55544
18,xorshift,11,,,55439
18,xorshift,12,,,55427
18,xorshift,13,,,55845
18,xorshift,14,,,54897
18,xorshift,15,,,56027
18,xorshift,16,,,55545
18,xorshift,17,,,55018
18,xorshift,18,,,55888
18,mulberry32,,55794,-0.0013,
18,mulberry32,1,,,55908
18,mulberry32,2,,,55798
18,mulberry32,3,,,54881
18,mulberry32,4,,,55397
18,mulberry32,5,,,55561
18,mulberry32,6,,,55187
18,mulberry32,7,,,55320
18,mulberry32,8,,,56113
18,mulberry32,9,,,55378
18,mulberry32,10,,,55720
18,mulberry32,11,,,55274
18,mulberry32,12,,,55537
18,mulberry32,13,,,55469
18,mulberry32,14,,,55706
18,mulberry32,15,,,55525
18,mulberry32,16,,,55851
18,mulberry32,17,,,55585
18,mulberry32,18,,,55790
19,nativeRandom,,52383,-0.0008,
19,nativeRandom,1,,,52646
19,nativeRandom,2,,,52350
19,nativeRandom,3,,,52890
19,nativeRandom,4,,,52594
19,nativeRandom,5,,,52423
19,nativeRandom,6,,,52380
19,nativeRandom,7,,,52713
19,nativeRandom,8,,,52913
19,nativeRandom,9,,,52686
19,nativeRandom,10,,,52570
19,nativeRandom,11,,,52614
19,nativeRandom,12,,,52688
19,nativeRandom,13,,,52679
19,nativeRandom,14,,,52428
19,nativeRandom,15,,,52886
19,nativeRandom,16,,,52274
19,nativeRandom,17,,,52638
19,nativeRandom,18,,,53018
19,nativeRandom,19,,,52610
19,lcg,,52173,-0.0115,
19,lcg,1,,,59058
19,lcg,2,,,47847
19,lcg,3,,,56060
19,lcg,4,,,53895
19,lcg,5,,,53216
19,lcg,6,,,51406
19,lcg,7,,,52928
19,lcg,8,,,54553
19,lcg,9,,,56079
19,lcg,10,,,50668
19,lcg,11,,,50456
19,lcg,12,,,50656
19,lcg,13,,,53219
19,lcg,14,,,51020
19,lcg,15,,,48921
19,lcg,16,,,54454
19,lcg,17,,,49793
19,lcg,18,,,52356
19,lcg,19,,,53415
19,xorshift,,52640,-0.0017,
19,xorshift,1,,,52691
19,xorshift,2,,,52305
19,xorshift,3,,,52897
19,xorshift,4,,,52940
19,xorshift,5,,,52468
19,xorshift,6,,,52706
19,xorshift,7,,,52738
19,xorshift,8,,,52349
19,xorshift,9,,,52930
19,xorshift,10,,,52859
19,xorshift,11,,,52431
19,xorshift,12,,,52652
19,xorshift,13,,,52378
19,xorshift,14,,,52806
19,xorshift,15,,,52589
19,xorshift,16,,,52492
19,xorshift,17,,,52720
19,xorshift,18,,,52455
19,xorshift,19,,,52594
19,mulberry32,,52513,-0.0010,
19,mulberry32,1,,,52703
19,mulberry32,2,,,52588
19,mulberry32,3,,,52741
19,mulberry32,4,,,52877
19,mulberry32,5,,,52531
19,mulberry32,6,,,52595
19,mulberry32,7,,,52753
19,mulberry32,8,,,52487
19,mulberry32,9,,,52647
19,mulberry32,10,,,52942
19,mulberry32,11,,,52677
19,mulberry32,12,,,52558
19,mulberry32,13,,,52583
19,mulberry32,14,,,52807
19,mulberry32,15,,,52480
19,mulberry32,16,,,52575
19,mulberry32,17,,,52876
19,mulberry32,18,,,52153
19,mulberry32,19,,,52427
20,nativeRandom,,49694,0.0019,
20,nativeRandom,1,,,49816
20,nativeRandom,2,,,50084
20,nativeRandom,3,,,49969
20,nativeRandom,4,,,50166
20,nativeRandom,5,,,50249
20,nativeRandom,6,,,49928
20,nativeRandom,7,,,50136
20,nativeRandom,8,,,49736
20,nativeRandom,9,,,50348
20,nativeRandom,10,,,50323
20,nativeRandom,11,,,50126
20,nativeRandom,12,,,50059
20,nativeRandom,13,,,49871
20,nativeRandom,14,,,50185
20,nativeRandom,15,,,49857
20,nativeRandom,16,,,49805
20,nativeRandom,17,,,49936
20,nativeRandom,18,,,49428
20,nativeRandom,19,,,49900
20,nativeRandom,20,,,50078
20,lcg,,49293,-0.0131,
20,lcg,1,,,55589
20,lcg,2,,,46831
20,lcg,3,,,52179
20,lcg,4,,,49300
20,lcg,5,,,54275
20,lcg,6,,,47779
20,lcg,7,,,52169
20,lcg,8,,,49680
20,lcg,9,,,50758
20,lcg,10,,,53685
20,lcg,11,,,46436
20,lcg,12,,,50920
20,lcg,13,,,46143
20,lcg,14,,,49304
20,lcg,15,,,47475
20,lcg,16,,,48266
20,lcg,17,,,50076
20,lcg,18,,,48133
20,lcg,19,,,50171
20,lcg,20,,,50831
20,xorshift,,49959,0.0012,
20,xorshift,1,,,49945
20,xorshift,2,,,50334
20,xorshift,3,,,49930
20,xorshift,4,,,50147
20,xorshift,5,,,50041
20,xorshift,6,,,50101
20,xorshift,7,,,49889
20,xorshift,8,,,50042
20,xorshift,9,,,50198
20,xorshift,10,,,49983
20,xorshift,11,,,49956
20,xorshift,12,,,50209
20,xorshift,13,,,50027
20,xorshift,14,,,49692
20,xorshift,15,,,50035
20,xorshift,16,,,50313
20,xorshift,17,,,49616
20,xorshift,18,,,49654
20,xorshift,19,,,50083
20,xorshift,20,,,49805
20,mulberry32,,49828,-0.0010,
20,mulberry32,1,,,50057
20,mulberry32,2,,,49647
20,mulberry32,3,,,50204
20,mulberry32,4,,,49602
20,mulberry32,5,,,49945
20,mulberry32,6,,,49901
20,mulberry32,7,,,49719
20,mulberry32,8,,,50120
20,mulberry32,9,,,50502
20,mulberry32,10,,,50225
20,mulberry32,11,,,49699
20,mulberry32,12,,,50091
20,mulberry32,13,,,50221
20,mulberry32,14,,,49947
20,mulberry32,15,,,50462
20,mulberry32,16,,,49976
20,mulberry32,17,,,50066
20,mulberry32,18,,,49824
20,mulberry32,19,,,49826
20,mulberry32,20,,,49966
21,nativeRandom,,47709,0.0016,
21,nativeRandom,1,,,47552
21,nativeRandom,2,,,47360
21,nativeRandom,3,,,47830
21,nativeRandom,4,,,48049
21,nativeRandom,5,,,47334
21,nativeRandom,6,,,47619
21,nativeRandom,7,,,48014
21,nativeRandom,8,,,47569
21,nativeRandom,9,,,47309
21,nativeRandom,10,,,47684
21,nativeRandom,11,,,47351
21,nativeRandom,12,,,47439
21,nativeRandom,13,,,48155
21,nativeRandom,14,,,47749
21,nativeRandom,15,,,47576
21,nativeRandom,16,,,47620
21,nativeRandom,17,,,47381
21,nativeRandom,18,,,47377
21,nativeRandom,19,,,47542
21,nativeRandom,20,,,47756
21,nativeRandom,21,,,47734
21,lcg,,46336,-0.0124,
21,lcg,1,,,53345
21,lcg,2,,,44426
21,lcg,3,,,48246
21,lcg,4,,,47860
21,lcg,5,,,52258
21,lcg,6,,,45950
